Can ID,Population,Commercial,Nbr of Houses,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7
132,4634,20,1197,0,1,0,1,1,0,1
133,4297,19,1616,1,0,1,1,1,1,1
134,7398,42,810,0,1,0,0,0,0,0
135,9811,24,547,1,0,1,0,0,1,0
136,1969,23,920,1,0,1,1,1,0,1
137,9145,39,1542,1,0,1,1,0,0,0
138,7194,8,822,1,0,1,0,0,1,1
139,626,47,1049,0,0,0,1,1,0,0
140,7103,2,1045,0,0,1,0,0,0,0
141,9461,6,1618,1,1,0,0,0,0,0
142,424,35,1823,0,1,0,1,0,1,0
143,9232,15,1976,1,1,0,0,1,0,1
144,1891,2,916,1,0,0,1,0,1,0
145,4721,3,1181,0,0,0,0,0,0,1
146,9453,27,738,1,0,0,1,0,1,1
147,4936,22,977,0,1,0,1,0,1,0
148,6423,21,1086,1,0,0,1,0,1,0
149,7551,8,1863,0,0,0,1,0,0,0
150,8353,15,1612,0,1,0,1,0,0,1
151,241,36,1948,0,0,0,0,0,1,1
152,8503,35,1230,0,0,1,1,1,0,1
153,1777,18,1228,0,0,0,0,0,1,1
154,1343,11,1340,1,1,0,0,0,0,1
155,4334,3,526,1,0,0,1,1,0,1
156,5136,7,1337,1,1,1,1,0,1,1
157,7324,22,1755,0,1,0,0,0,1,1
158,3949,30,1571,0,1,0,1,0,1,0
159,8127,22,917,0,1,0,0,1,1,0
160,4360,2,1985,1,0,0,1,1,1,1
161,8948,9,1515,1,1,1,0,1,1,0
162,9708,11,1985,1,1,0,1,0,1,1
163,9045,31,979,0,0,0,0,1,1,0
164,6992,44,1337,1,1,0,0,1,0,1
165,4898,35,933,0,0,1,1,0,0,0
166,739,29,1294,0,0,0,0,1,0,0
167,1537,33,1486,0,0,0,0,1,0,1
168,3485,12,1274,0,1,0,0,1,1,0
169,213,2,1235,0,0,1,0,1,0,1
170,8283,42,1507,1,0,0,0,1,1,0
171,1313,27,1248,1,0,0,0,1,0,0
172,7456,26,645,0,0,1,1,1,0,1
173,5186,26,1074,1,1,0,1,1,0,0
174,6113,4,851,0,1,1,1,0,1,0
175,4428,4,1107,0,0,1,1,1,1,1
176,2026,36,1491,0,1,0,0,1,1,1
177,2252,41,678,0,1,0,0,1,1,0
178,7143,44,669,0,1,0,0,1,0,0
179,8240,50,1922,1,0,1,1,1,1,0
180,4385,2,1301,0,1,1,1,1,0,1
181,7806,27,1205,0,1,1,1,0,0,1
182,5563,10,1879,0,0,0,1,0,1,1
183,9104,38,1927,1,1,1,0,0,0,0
184,7477,40,606,0,1,1,1,0,1,0
185,5674,4,1720,0,1,1,1,1,0,1
186,412,15,1250,1,0,0,0,1,1,1
187,9205,47,1149,1,0,1,1,0,0,1
188,9193,34,1192,1,0,1,1,0,0,0
189,5407,7,1468,0,1,1,0,0,1,1
190,2398,2,628,1,0,1,0,1,1,1
191,8171,22,1394,1,1,1,0,0,1,0
192,5516,32,1869,1,1,1,0,0,1,1
193,6235,32,1268,0,1,1,1,0,1,0
194,182,13,1389,1,0,1,1,1,0,1
195,4627,11,982,0,0,0,0,1,1,1
196,4489,18,645,0,0,0,1,0,1,1
197,6130,26,1768,0,1,1,0,0,0,0
198,3314,9,1626,0,0,1,0,0,1,1
199,4406,27,535,1,0,1,0,0,1,1
200,5906,20,1895,0,0,1,0,0,1,1
201,8228,10,994,0,0,0,0,1,0,0
202,4141,27,1063,1,0,1,0,1,1,1
203,6049,16,520,0,1,1,0,1,0,0
204,4121,8,1825,0,0,0,0,1,1,0
205,9611,1,1276,1,0,1,1,0,1,0
206,1692,25,1651,0,1,0,0,0,0,1
207,6157,27,567,1,1,0,0,1,0,1
208,9553,3,1054,0,0,0,1,0,0,1
209,583,45,1096,1,0,1,0,1,0,0
210,5011,7,843,0,0,1,1,1,0,1
211,969,3,1961,1,0,0,1,0,0,1
212,1301,39,568,0,0,1,1,0,1,1
213,3305,14,1528,0,0,1,0,1,1,1
214,6952,13,1293,1,1,1,0,1,1,1
215,9860,15,526,1,1,1,0,1,0,0
216,6926,10,1960,1,0,1,1,1,0,1
217,6834,4,1976,0,0,0,1,0,0,0
218,5630,22,1208,1,1,0,1,1,0,1
219,8432,32,1794,1,1,1,0,1,1,1
220,9092,42,1694,0,0,0,1,1,1,0
221,6989,43,866,1,1,0,0,1,1,1
222,4015,11,1910,0,0,1,0,1,0,0
223,929,2,1969,0,0,0,0,0,0,1
224,3941,43,1761,1,1,1,0,0,1,0
225,8645,27,1432,0,1,0,0,1,0,0
226,3836,22,817,1,0,0,1,0,0,0
227,3333,26,844,1,1,0,0,0,1,0
228,6727,39,1688,0,0,1,0,0,0,0
229,7412,50,1925,1,1,0,0,0,1,0
230,9606,30,1310,1,0,0,0,0,1,1
231,1615,21,1727,1,0,1,0,0,0,0
232,9534,13,1232,0,1,0,1,0,0,0
233,9409,47,1594,0,1,0,1,0,1,0
234,1239,14,560,1,1,0,0,1,1,0
235,1762,31,1605,1,1,0,1,1,1,1
236,3436,26,990,0,1,0,1,0,1,1
237,831,33,1398,1,1,0,0,1,1,1
238,1786,2,1550,0,0,0,1,1,1,0
239,7687,38,1965,1,1,1,1,1,0,0
240,9714,13,829,0,1,1,1,1,0,1
241,5426,50,1034,0,0,1,0,0,0,0
242,5557,22,743,0,0,1,1,1,1,1
243,7231,40,1851,1,0,1,1,0,1,1
244,6851,6,1683,0,0,0,0,0,0,1
245,8183,4,1976,1,1,1,0,1,0,1
246,7246,22,1338,0,1,0,1,0,0,0
247,3928,37,1008,1,0,0,1,0,0,1
248,1764,44,1390,1,0,0,0,1,0,1
249,9270,40,1500,1,1,0,1,1,1,0
250,4957,4,1325,0,1,1,1,0,0,1
251,7865,43,1001,0,0,1,1,1,1,1
252,3350,44,1108,0,1,0,1,0,1,1
253,2960,23,1643,1,1,0,1,1,0,0
254,5558,35,658,0,1,1,0,0,0,0
255,5237,46,504,1,0,0,1,0,0,1
256,6496,20,1570,0,1,0,1,1,0,0
257,2720,30,1097,0,0,1,1,1,1,0
258,8547,28,680,0,0,0,0,1,0,0
259,6309,14,918,0,1,0,1,1,1,0
260,6529,23,959,0,1,0,1,0,0,0
261,8369,27,575,1,0,0,1,1,0,1
262,9130,39,1007,1,0,1,0,0,0,0
263,3682,32,898,0,1,0,1,1,1,0
264,8401,17,1673,1,0,0,0,1,1,0
265,8673,30,1529,1,1,1,1,1,1,0
266,3463,40,1079,0,1,0,1,0,0,0
267,1202,40,1244,0,1,0,1,0,0,1
268,7762,4,1655,1,1,0,1,1,0,0
269,7896,10,576,0,1,0,1,1,1,1
270,7746,6,1549,1,0,1,0,0,0,0
271,6242,44,1711,0,0,1,0,1,0,1
272,8560,13,1228,0,0,1,0,1,0,0
273,7371,12,991,1,0,1,1,1,0,0
274,7597,37,1626,1,0,1,1,1,1,0
275,8210,16,1380,0,0,0,0,1,1,0
276,5957,49,1207,1,0,0,1,1,1,1
277,1593,41,1776,0,1,0,1,0,1,0
278,4571,5,1421,0,1,0,1,0,0,1
279,8447,16,1909,0,0,0,1,0,0,0
280,9715,40,1831,0,0,1,1,0,0,0
281,1541,21,1904,0,1,0,1,1,1,0
282,6461,46,1266,0,0,1,1,1,1,1
283,2346,40,1888,1,1,1,0,1,1,1
284,9867,17,1068,1,1,0,1,0,0,0
285,4623,29,1108,0,1,0,1,1,0,0
286,5269,33,1764,0,0,0,0,0,1,1
287,2197,43,1582,0,0,1,1,1,1,0
288,9240,22,985,1,1,1,0,0,0,1
289,8764,30,833,0,1,0,0,1,0,1
290,5267,1,1058,1,0,1,0,1,0,1
291,6128,5,1684,0,1,1,0,1,0,1
292,3454,18,1408,0,1,0,0,1,0,0
293,3901,24,1488,1,0,0,1,1,1,0
294,4343,2,1335,1,0,1,1,0,1,0
295,2487,22,559,1,1,1,1,0,1,1
296,4631,44,1471,1,1,1,1,0,0,0
297,7958,23,561,1,0,1,1,1,0,0
298,7334,38,1668,0,0,0,0,0,0,1
299,7076,42,1157,0,1,1,1,0,0,1
300,2382,24,1038,0,1,0,1,1,0,1
301,8770,45,764,0,0,1,1,1,1,1
302,9111,23,1393,0,0,1,1,1,0,1
303,337,49,1347,0,1,1,1,1,0,0
304,8531,36,1481,0,0,0,1,1,1,1
305,5847,26,1008,1,0,0,1,1,0,0
306,420,30,1854,0,1,1,0,1,0,0
307,568,9,1705,0,0,0,0,1,0,1
308,3534,6,1158,0,0,0,1,0,1,1
309,1659,15,1844,1,1,0,0,0,0,1
310,2563,28,1637,1,1,1,1,1,1,0
311,4415,20,1839,1,0,0,1,1,0,1
312,7899,29,1042,1,0,1,1,1,0,1
313,6896,8,1033,0,1,0,1,1,0,0
314,1075,6,1097,1,0,0,1,0,1,0
315,6703,38,1842,0,0,1,0,1,0,1
316,5602,14,751,0,1,0,0,1,1,1
317,7878,50,1070,1,1,0,1,1,1,1
318,7581,3,716,0,0,1,0,1,0,0
319,1140,39,855,1,0,1,1,1,0,0
320,1966,27,1397,0,0,0,1,0,1,0
321,4967,4,1196,1,0,0,0,1,0,0
322,224,31,843,1,0,0,1,0,1,1
323,2251,19,890,1,0,1,0,0,0,0
324,1100,8,1190,1,1,0,1,1,0,0
325,9795,4,1702,0,0,1,1,1,1,0
326,3698,44,610,1,1,1,1,0,1,0
327,5486,14,1931,0,0,1,0,0,1,1
328,8753,12,1305,1,1,1,0,1,0,0
329,8377,43,821,0,1,0,0,1,1,0
330,9653,32,1840,0,0,0,1,0,0,0
331,3185,36,993,0,0,1,1,1,0,0
332,7752,23,737,0,1,0,1,0,1,0
333,7115,32,1151,0,0,0,0,0,0,1
334,5217,25,704,0,1,1,0,1,1,0
335,7936,14,1607,0,1,0,0,1,1,1
336,9173,9,1258,0,0,1,0,1,0,1
337,6748,46,1107,1,1,0,0,1,1,1
338,8999,44,1120,0,1,1,1,1,0,1
339,5704,7,587,1,0,1,1,1,0,1
340,9980,42,936,0,1,1,1,0,0,1
341,1566,29,798,1,0,1,0,0,0,0
342,4466,36,1347,1,1,1,1,0,1,1
343,8509,31,925,1,1,1,0,0,1,0
344,5770,10,1931,0,0,0,0,0,1,1
345,1810,22,1508,1,0,1,0,1,0,0
346,5412,4,681,0,1,0,1,0,0,1
347,6096,39,983,1,1,1,0,1,1,0
348,874,41,1398,0,0,0,0,1,1,0
349,6090,11,632,1,0,1,0,1,1,1
350,9380,9,1023,0,1,0,1,0,1,0
351,4516,43,1059,1,0,1,1,1,0,1
352,1306,21,726,1,0,0,0,0,0,0
353,8489,17,1201,0,1,1,0,0,0,0
354,7785,23,1734,0,0,0,0,1,0,1
355,2020,23,1324,1,0,0,1,1,1,0
356,8521,18,882,0,1,0,1,0,1,1
357,1563,6,1445,1,1,1,1,1,0,1
358,640,34,1709,1,0,1,0,1,1,1
359,8863,10,1731,1,1,1,1,0,1,0
360,8356,13,1643,1,1,1,0,1,1,1
361,8605,21,1082,0,1,1,1,1,1,0
362,3976,12,1194,0,1,0,1,1,1,0
363,5724,23,1536,1,0,0,0,1,1,0
364,3221,24,505,0,1,0,1,1,0,0
365,2489,28,654,1,0,1,0,1,0,1
366,9280,8,1431,1,0,0,1,1,0,0
367,8063,16,1477,0,0,0,0,0,0,1
368,7633,3,985,1,0,0,0,0,0,1
369,4719,6,1681,0,0,0,0,0,1,1
370,9459,41,1351,1,1,0,1,1,1,1
371,9941,33,1171,0,0,0,0,0,0,0
372,997,43,1901,1,0,0,0,1,0,0
373,5330,48,854,0,1,1,0,0,0,0
374,9905,43,1487,0,0,0,1,1,1,0
375,4353,46,1641,0,1,1,1,0,1,1
376,2579,43,739,0,1,1,0,0,0,1
377,3997,33,576,1,1,1,1,0,0,0
378,6670,49,1162,1,0,0,0,0,1,1
379,7461,16,1224,0,0,0,1,0,0,0
380,1900,11,683,0,0,0,0,1,0,0
381,2968,38,807,0,1,0,0,0,0,1
382,2899,4,1790,0,0,1,0,1,1,1
383,2294,47,1800,0,0,1,0,0,1,0
384,9303,15,1408,0,0,0,1,0,0,0
385,861,50,1881,0,1,1,1,0,1,1
386,9718,9,1525,1,0,1,1,0,1,0
387,7703,36,573,0,1,1,0,0,1,0
388,582,47,718,0,1,0,0,0,0,1
389,9581,44,1101,0,0,1,1,1,0,0
390,632,1,1387,1,1,1,0,1,1,0
391,6855,8,1220,1,1,0,1,1,0,0
392,5748,26,589,1,0,1,0,1,1,0
393,5205,8,988,1,0,1,1,0,0,0
394,388,41,1758,0,0,0,1,0,1,0
395,5839,13,1108,0,0,0,1,0,1,0
396,7842,26,525,1,0,1,0,1,1,0
397,6961,17,1805,1,1,0,1,0,0,1
398,4342,3,1510,0,1,0,0,1,0,0
399,1918,5,1466,1,1,1,0,0,0,1
400,4375,4,1564,0,1,1,0,1,0,1
401,7470,2,685,1,0,0,0,0,0,0
402,4314,30,751,0,0,0,0,1,0,0
403,3655,5,1329,1,1,1,0,1,0,0
404,8580,19,916,1,0,1,1,0,0,0
405,5869,31,894,1,0,0,0,1,1,0
406,3097,3,1400,0,0,0,1,0,0,1
407,6674,8,559,0,0,1,1,1,0,0
408,6683,49,1684,0,1,1,0,1,1,0
409,3665,6,1431,1,0,1,0,0,0,0
410,9896,31,1523,0,0,1,0,1,0,1
411,353,17,1243,1,0,1,0,1,0,0
412,9967,25,1510,1,0,0,0,1,1,0
413,2899,33,1965,0,0,1,0,1,0,0
414,2530,20,1096,0,1,1,1,1,1,0
415,8731,7,1868,1,0,1,0,1,1,0
416,9028,48,823,0,1,1,1,0,0,0
417,8519,34,1767,1,0,0,1,1,1,1
418,6179,39,545,0,1,0,0,0,1,1
419,8929,25,1831,0,1,0,1,0,0,1
420,1068,1,734,1,0,1,0,0,0,0
421,8261,9,965,0,1,1,1,0,0,1
422,7083,37,1249,1,1,0,1,1,0,0
423,2633,30,845,0,1,0,1,0,0,0
424,6801,42,1503,0,0,1,0,1,1,0
425,2687,40,1587,0,0,0,0,0,0,0
426,1322,49,1366,1,0,0,0,0,0,0
427,4374,35,1424,1,1,1,1,0,1,0
428,9681,8,1161,1,1,1,1,1,0,0
429,742,44,1556,0,0,1,1,1,0,1
430,6664,43,1527,1,0,0,0,1,1,0
431,2799,30,1046,1,0,0,1,1,1,0
432,1323,16,1054,1,1,1,1,0,1,1
433,9527,17,1100,0,0,0,0,1,1,0
434,3428,33,735,0,0,0,0,0,1,1
435,3509,9,1400,1,0,0,1,0,0,1
436,3590,30,1567,1,1,0,0,1,1,0
437,4107,33,763,0,1,1,0,0,1,1
438,8476,40,818,1,0,1,0,1,0,0
439,3123,1,1643,0,0,0,1,1,0,1
440,4681,2,1564,0,0,1,1,1,1,1
441,5575,11,884,1,1,0,1,1,0,0
442,8813,15,1169,0,0,1,1,1,1,1
443,6772,6,1458,1,0,1,1,1,0,0
444,6796,33,1087,1,0,0,0,0,1,0
445,527,4,1276,0,1,0,0,1,1,0
446,4845,27,1160,0,0,1,1,1,1,1
447,1121,1,786,1,1,1,1,1,1,0
448,7301,34,1908,0,1,0,0,1,0,0
449,1939,43,705,1,0,0,1,0,0,1
450,3712,42,1715,1,0,0,1,1,1,0
451,3403,21,1886,0,1,0,0,1,0,0
452,5940,42,974,0,1,1,0,1,1,1
453,3110,37,1853,0,0,1,1,0,1,0
454,9359,28,1455,0,1,0,1,1,1,1
455,6386,45,516,1,1,0,0,1,1,1
456,185,50,1318,1,0,0,1,0,0,1
457,1435,42,599,0,1,0,0,0,0,0
458,1540,27,1989,1,1,1,1,0,0,0
459,6825,35,726,1,0,1,0,1,0,1
460,6713,11,1777,1,0,0,1,1,0,0
461,8163,48,1765,0,1,0,0,1,0,1
462,5998,41,1341,0,1,1,1,1,0,1
463,5800,33,1845,0,1,1,1,0,0,0
464,4291,37,681,1,1,1,1,0,1,1
465,2151,34,616,0,1,1,0,0,0,0
466,5378,18,1120,1,1,1,1,0,0,0
467,4484,16,1030,0,0,1,0,0,1,0
468,2646,22,716,0,0,1,0,0,1,0
469,8561,12,1990,0,0,1,0,0,1,1
470,1421,9,1899,1,0,1,0,1,0,1
471,7673,23,1935,1,0,0,1,1,0,1
472,9853,4,1902,0,0,1,0,0,0,1
473,3973,50,836,1,1,1,0,1,0,1
474,223,21,1387,1,0,0,1,1,1,0
475,632,33,1941,0,0,0,0,1,0,0
476,3838,17,1818,1,1,1,0,1,0,1
477,6194,27,1382,1,1,1,0,0,0,1
478,9435,23,1446,0,1,0,0,1,1,0
479,6137,17,652,0,1,0,1,1,1,1
480,8970,46,1477,1,0,0,0,0,0,1
481,5672,19,1502,0,0,0,1,1,1,1
482,6842,14,1026,0,1,1,0,0,0,0
483,5738,50,1811,0,0,0,0,0,0,0
484,1476,4,1424,1,1,1,1,0,1,0
485,5749,15,1077,1,1,0,1,1,1,0
486,2940,13,1231,0,1,0,1,0,0,1
487,3959,22,845,0,1,1,0,0,0,1
488,2234,24,658,0,1,1,1,0,1,1
489,4650,48,1175,0,1,0,1,1,1,1
490,3256,47,1291,1,1,1,1,0,0,0
491,9750,30,1149,0,1,0,1,1,0,1
492,7041,37,823,1,1,0,0,1,0,0
493,4365,44,949,1,0,1,1,0,0,1
494,5820,46,752,1,0,0,0,1,0,1
495,3432,12,1072,1,0,1,1,0,1,0
496,9796,48,1919,1,1,0,0,0,1,1
497,9346,42,1091,0,0,0,0,1,0,1
498,2780,35,1914,0,1,1,0,1,0,0
499,4282,8,675,0,0,0,0,0,1,0
500,8048,17,1508,1,0,1,1,0,1,1
501,5886,39,1906,1,0,1,0,0,0,0
502,146,27,1042,1,0,0,1,0,0,1
503,2449,20,1272,1,1,1,0,0,1,0
504,3406,46,1787,0,0,0,0,1,0,0
505,4039,42,541,0,1,1,1,0,1,1
506,8462,7,1108,1,0,1,1,0,1,0
507,8957,18,1116,1,1,1,1,0,0,1
508,8449,3,828,1,1,1,0,0,0,0
509,9811,3,1408,1,0,0,0,0,0,1
510,8790,34,874,0,0,1,0,0,0,0
511,9406,15,1591,1,0,0,0,0,1,1
512,2396,44,1620,1,0,1,1,0,0,0
513,5177,3,982,1,0,1,0,1,0,0
514,478,8,1712,0,1,0,0,0,0,1
515,1428,41,1751,1,1,1,0,1,1,1
516,5026,14,1321,1,0,1,1,1,0,0
517,7968,24,1802,1,1,1,1,1,1,0
518,6956,49,1291,1,1,0,1,1,1,1
519,1307,15,1374,1,1,0,0,1,0,0
520,2056,18,859,1,1,1,0,0,0,0
521,7344,47,973,0,1,0,1,1,1,1
522,9849,35,1733,1,1,1,0,1,0,0
523,2914,33,1615,1,0,0,0,0,0,0
524,2615,3,917,0,0,1,1,0,1,1
525,1125,11,1758,0,0,0,0,0,0,0
526,2779,37,1927,1,0,1,0,1,0,0
527,9018,29,1769,0,1,1,1,0,1,1
528,1573,15,866,1,0,1,1,0,0,0
529,5288,38,1101,0,1,1,0,1,0,1
530,9437,9,884,1,0,1,1,0,0,1
531,342,50,1207,0,1,0,1,1,1,1
532,5536,23,729,0,0,1,0,1,1,1
533,1183,27,1914,0,1,1,0,1,0,1
534,2248,23,1867,1,0,1,0,1,0,0
535,8916,21,1513,1,1,1,1,1,0,0
536,4539,43,1902,0,0,1,1,0,0,1
537,4744,50,979,0,0,0,1,0,1,1
538,3604,23,1791,1,1,1,0,1,0,0
539,9889,8,1651,1,1,1,0,1,1,1
540,157,31,872,1,1,1,0,1,0,0
541,6960,14,706,0,0,0,1,1,1,1
542,9789,24,511,0,1,0,0,1,1,1
543,9567,32,978,0,0,0,1,1,1,0
544,2341,50,1311,1,1,1,1,0,0,0
545,6123,16,1274,0,1,1,0,1,1,1
546,8715,27,1064,1,1,1,1,1,0,1
547,7985,11,848,1,1,0,0,1,1,0
548,6923,25,502,1,1,0,1,0,0,1
549,3181,50,1839,0,1,0,1,1,1,0
550,8170,4,1849,1,1,1,1,0,0,1
551,405,42,1200,1,1,0,0,0,0,1
552,8948,21,1280,1,0,0,0,0,1,0
553,1370,29,1425,0,0,1,1,0,1,0
554,8001,43,1198,0,0,0,0,0,0,1
555,7945,4,1861,1,0,1,0,0,1,0
556,2507,28,1710,0,1,1,1,1,1,1
557,1663,21,1982,1,1,0,0,1,1,0
558,9720,38,679,1,1,1,0,1,1,0
559,647,12,1405,0,1,0,1,1,1,1
560,2181,4,1452,1,1,0,1,0,1,0
561,6288,3,991,0,1,1,1,0,0,0
562,1275,33,1530,1,1,0,0,0,0,0
563,6179,17,1582,0,0,1,0,1,1,1
564,528,33,1997,1,0,1,0,0,0,0
565,9349,24,825,0,0,0,1,1,1,0
566,2629,9,1020,1,0,0,1,1,1,0
567,7499,42,861,0,0,1,1,1,1,0
568,9336,25,1008,1,0,0,0,0,0,1
569,2259,32,1452,0,0,0,1,0,1,1
570,7371,47,1158,1,1,1,0,0,1,1
571,3592,9,1831,1,0,0,1,1,1,1
572,7848,13,1535,0,1,1,1,0,0,1
573,5956,15,1119,1,1,0,1,0,0,0
574,6000,27,1758,1,0,1,0,0,1,1
575,1193,50,1642,0,1,0,0,1,0,0
576,1563,32,919,0,1,1,1,0,0,1
577,4251,30,893,1,0,1,1,1,0,0
578,2042,23,707,0,1,0,1,1,1,0
579,2132,20,546,0,1,1,0,1,0,1
580,6331,26,1362,1,1,0,0,0,1,1
581,8445,43,1577,1,1,0,1,0,1,1
582,2683,42,1271,1,0,1,1,0,0,1
583,331,31,1334,0,0,1,0,0,1,1
584,1773,27,1734,0,0,0,1,1,1,0
585,1292,30,1293,0,1,1,0,1,1,0
586,173,35,1001,1,0,1,0,1,1,0
587,4108,37,1666,0,0,0,0,0,1,0
588,3218,50,994,0,0,0,1,0,0,0
